pmv,ppd
0.6,12.5
0.61,12.7
0.6,12.4
0.61,12.7
0.61,12.7
0.59,12.4
0.59,12.2
0.59,12.3
0.59,12.4
0.58,12.2
0.56,11.6
0.57,11.7
0.58,11.9
0.55,11.4
0.55,11.3
0.55,11.2
0.55,11.3
0.54,11.2
0.53,10.9
0.54,11.1
0.54,11.2
0.53,10.8
0.52,10.7
0.52,10.7
0.52,10.8
0.52,10.7
0.51,10.4
0.51,10.5
0.52,10.7
0.51,10.5
0.5,10.3
0.51,10.4
0.51,10.4
0.51,10.4
0.5,10.2
0.5,10.3
0.5,10.2
0.49,10.1
0.49,10.0
0.49,10.0
0.49,10.0
0.49,10.0
0.49,9.9
0.48,9.9
0.48,9.9
0.49,9.9
0.5,10.2
0.5,10.1
0.49,10.0
0.5,10.2
0.51,10.5
0.5,10.3
0.51,10.3
0.52,10.7
0.53,10.8
0.53,10.8
0.53,10.8
0.53,11.0
0.54,11.1
0.54,11.1
0.54,11.1
0.55,11.3
0.54,11.2
0.54,11.1
0.54,11.2
0.53,11.0
0.54,11.1
0.54,11.1
0.54,11.1
0.54,11.1
0.55,11.3
0.55,11.2
0.54,11.2
0.55,11.3
0.56,11.7
0.56,11.6
0.57,11.7
0.57,11.8
0.57,11.8
0.58,12.0
0.56,11.7
0.58,12.0
0.59,12.3
0.59,12.3
0.58,12.1
0.59,12.4
0.61,12.7
0.61,12.8
0.59,12.3
0.61,12.8
0.62,13.0
0.62,13.0
0.61,12.9
0.62,13.0
0.62,13.1
0.62,13.2
0.62,13.0
0.63,13.3
0.62,13.0
0.63,13.3
0.63,13.2
0.62,13.2
0.62,13.0
0.62,13.2
0.62,13.1
0.62,12.9
0.61,12.8
0.61,12.9
0.61,12.9
0.6,12.5
0.6,12.5
0.61,12.9
0.61,12.9
0.59,12.4
0.59,12.3
0.58,12.2
0.59,12.4
0.58,12.1
0.58,11.9
0.58,12.0
0.58,12.0
0.56,11.7
0.56,11.7
0.57,11.7
0.57,11.7
0.56,11.6
0.56,11.5
0.56,11.6
0.56,11.6
0.55,11.4
0.55,11.2
0.55,11.3
0.55,11.3
0.54,11.2
0.54,11.2
0.54,11.1
0.55,11.2
0.54,11.1
0.55,11.3
0.55,11.4
0.54,11.1
0.54,11.2
0.55,11.4
0.55,11.3
0.55,11.4
0.56,11.6
0.57,11.7
0.56,11.6
0.56,11.7
0.56,11.6
0.58,12.0
0.57,11.8
0.57,11.8
0.58,12.0
0.58,12.0
0.58,12.0
0.58,12.1
0.57,11.8
0.58,12.0
0.57,11.8
0.57,11.9
0.58,12.0
0.58,11.9
0.57,11.8
0.57,11.9
0.57,11.8
0.59,12.2
0.58,12.0
0.58,12.0
0.58,12.1
0.59,12.3
0.59,12.3
0.59,12.2
0.59,12.2
0.61,12.8
0.59,12.4
0.6,12.5
0.61,12.8
0.63,13.4
0.62,13.2
0.62,13.0
0.64,13.5
0.64,13.6
0.63,13.5
0.63,13.3
0.64,13.6
0.65,14.0
0.64,13.5
0.65,13.9
0.65,14.0
0.66,14.2
0.67,14.4
0.65,13.9
0.66,14.1
0.65,13.8
0.65,13.9
0.66,14.1
0.64,13.7
0.63,13.5
0.63,13.3
0.64,13.6
0.64,13.5
0.61,12.9
0.62,13.0
0.63,13.3
0.62,13.0
0.61,12.9
0.62,13.0
0.62,13.1
0.61,12.8
0.6,12.5
0.6,12.5
0.61,12.8
0.59,12.4
0.58,12.2
0.59,12.4
0.6,12.6
0.58,12.0
0.57,11.8
0.57,11.7
0.58,12.0
0.57,11.8
0.56,11.6
0.56,11.5
0.56,11.6
0.55,11.4
0.56,11.5
0.56,11.5
0.56,11.5
0.56,11.5
0.56,11.6
0.56,11.6
0.56,11.6
0.56,11.6
0.57,11.8
0.57,11.9
0.56,11.7
0.56,11.7
0.57,11.9
0.57,11.9
0.57,11.9
0.58,12.1
0.59,12.4
0.59,12.4
0.59,12.2
0.61,12.7
0.6,12.6
0.6,12.6
0.6,12.6
0.61,12.7
0.62,13.0
0.61,12.9
0.61,12.7
0.62,13.0
0.62,13.1
0.62,13.2
0.62,13.1
0.63,13.2
0.63,13.2
0.63,13.3
0.63,13.2
0.63,13.3
0.63,13.2
0.62,13.1
0.63,13.3
0.62,13.1
0.62,13.1
0.62,13.1
0.62,13.2
0.63,13.4
0.63,13.3
0.62,13.2
0.63,13.4
0.63,13.3
0.64,13.7
0.63,13.4
0.63,13.4
0.65,13.8
0.66,14.1
0.65,14.0
0.65,13.9
0.65,14.0
0.66,14.2
0.66,14.2
0.66,14.1
0.66,14.2
0.66,14.1
0.66,14.1
0.65,14.0
0.66,14.1
0.65,13.8
0.65,14.0
0.65,13.9
0.64,13.7
0.64,13.5
0.64,13.5
0.64,13.5
0.63,13.3
0.62,13.1
0.63,13.2
0.63,13.3
0.62,13.0
0.6,12.6
0.6,12.4
0.61,12.8
0.6,12.6
0.59,12.2
0.6,12.5
0.59,12.3
0.58,12.0
0.57,11.9
0.57,11.7
0.58,12.0
0.56,11.6
0.56,11.6
0.57,11.8
0.57,11.7
0.56,11.5
0.56,11.5
0.56,11.5
0.57,11.7
0.56,11.7
0.56,11.5
0.56,11.5
0.56,11.5
0.56,11.5
0.56,11.5
0.56,11.5
0.56,11.5
0.56,11.5
0.56,11.6
0.56,11.6
0.56,11.6
0.55,11.4
0.57,11.9
0.57,11.8
0.56,11.6
0.58,12.0
0.59,12.3
0.58,12.1
0.58,12.0
0.6,12.6
0.61,12.7
0.61,12.9
0.61,12.7
0.61,12.9
0.62,13.1
0.62,13.2
0.62,13.0
0.61,12.9
0.63,13.2
0.62,13.2
0.62,13.2
0.62,13.0
0.64,13.5
0.63,13.4
0.62,13.2
0.64,13.6
0.65,13.8
0.65,13.8
0.94,23.7
0.64,13.6
0.66,14.2
0.64,13.7
0.64,13.6
0.65,14.0
0.67,14.4
0.67,14.3
0.66,14.2
0.67,14.3
0.97,25.0
0.67,14.5
0.67,14.5
0.67,14.4
0.72,15.9
0.7,15.2
0.68,14.7
0.7,15.3
0.7,15.2
0.69,15.0
0.69,15.1
0.7,15.2
0.69,15.1
0.7,15.4
0.72,15.8
0.69,15.1
0.69,15.1
0.7,15.3
0.71,15.6
0.76,17.2
0.69,15.1
0.69,14.9
0.71,15.5
0.66,14.2
0.66,14.1
0.66,14.0
0.66,14.2
0.64,13.7
0.64,13.7
0.66,14.3
0.65,13.9
0.65,14.0
0.63,13.4
0.62,13.1
0.64,13.5
0.61,12.9
0.61,12.7
0.61,12.8
0.62,13.0
0.61,12.7
0.59,12.3
0.6,12.6
0.6,12.5
0.59,12.3
0.58,12.1
0.58,12.0
0.59,12.2
0.58,12.1
0.58,12.0
0.58,11.9
0.58,12.0
0.57,11.7
0.58,12.0
0.58,12.1
0.58,12.0
0.58,12.1
0.59,12.4
0.58,12.1
0.58,12.1
0.59,12.3
0.6,12.5
0.6,12.5
0.6,12.5
0.6,12.4
0.62,13.1
0.62,13.0
0.61,12.9
0.63,13.3
0.64,13.6
0.63,13.4
0.63,13.4
0.63,13.4
0.64,13.7
0.66,14.0
0.64,13.6
0.64,13.6
0.64,13.6
0.65,14.0
0.64,13.5
0.65,13.8
0.65,13.8
0.64,13.6
0.65,13.7
0.65,13.9
0.65,13.9
0.64,13.7
0.65,13.8
0.64,13.7
0.66,14.1
0.66,14.2
0.65,14.0
0.65,13.9
0.66,14.3
0.67,14.4
0.65,14.0
0.67,14.3
0.68,14.8
0.68,14.7
0.67,14.4
0.67,14.6
0.69,15.0
0.7,15.2
0.68,14.7
0.7,15.2
0.69,15.0
0.7,15.3
0.69,15.1
0.69,15.0
0.68,14.6
0.68,14.8
0.68,14.8
0.66,14.2
0.66,14.2
0.66,14.2
0.66,14.2
0.66,14.1
0.65,13.9
0.66,14.2
0.66,14.1
0.64,13.7
0.63,13.3
0.64,13.5
0.64,13.6
0.62,13.1
0.61,12.9
0.62,13.1
0.62,13.1
0.61,12.9
0.6,12.6
0.62,13.0
0.61,12.7
0.6,12.5
0.59,12.4
0.59,12.3
0.6,12.5
0.59,12.4
0.59,12.2
0.58,12.1
0.59,12.3
0.57,11.7
0.57,11.9
0.58,12.1
0.58,12.1
0.58,12.0
0.57,11.9
0.57,11.8
0.57,11.9
0.57,11.8
0.57,11.8
0.58,12.2
0.57,11.9
0.58,12.2
0.58,12.1
0.58,12.2
0.58,12.0
0.59,12.2
0.59,12.4
0.58,12.1
0.59,12.2
0.59,12.2
0.61,12.9
0.6,12.5
0.6,12.6
0.62,13.0
0.64,13.5
0.63,13.5
0.63,13.3
0.64,13.5
0.65,13.9
0.65,13.9
0.64,13.6
0.66,14.1
0.66,14.3
0.66,14.2
0.65,13.9
0.66,14.3
0.66,14.3
0.66,14.2
0.66,14.3
0.67,14.5
0.67,14.4
0.67,14.3
0.67,14.4
0.68,14.6
0.67,14.4
0.67,14.5
0.67,14.5
0.67,14.4
0.69,14.9
0.68,14.7
0.67,14.5
0.69,14.9
0.69,14.9
0.7,15.4
0.69,15.1
0.7,15.4
0.7,15.4
0.69,15.1
0.7,15.3
0.7,15.3
0.71,15.5
0.71,15.5
0.7,15.4
0.7,15.3
0.7,15.4
0.69,15.1
0.7,15.4
0.7,15.3
0.69,15.1
0.7,15.4
0.7,15.2
0.69,15.1
0.67,14.4
0.69,14.9
0.68,14.8
0.66,14.3
0.65,13.9
0.65,14.0
0.66,14.3
0.64,13.6
0.63,13.3
0.64,13.6
0.64,13.5
0.64,13.5
0.63,13.3
0.64,13.5
0.63,13.5
0.63,13.2
0.61,12.9
0.62,13.2
0.62,13.2
0.61,12.7
0.6,12.6
0.6,12.6
0.61,12.8
0.6,12.6
0.6,12.5
0.6,12.5
0.6,12.5
0.59,12.3
0.59,12.2
0.59,12.2
0.58,12.1
0.58,12.0
0.58,12.1
0.58,12.1
0.58,12.0
0.58,12.1
0.59,12.3
0.59,12.3
0.58,12.2
0.59,12.4
0.6,12.5
0.59,12.4
0.59,12.3
0.6,12.5
0.62,13.0
0.61,12.9
0.61,12.7
0.62,13.2
0.64,13.5
0.63,13.3
0.63,13.4
0.63,13.4
0.64,13.6
0.64,13.7
0.64,13.6
0.65,14.0
0.65,13.9
0.64,13.7
0.65,13.8
0.65,13.9
0.65,14.0
0.66,14.0
0.65,14.0
0.66,14.1
0.65,14.0
0.66,14.1
0.65,14.0
0.66,14.2
0.66,14.3
0.66,14.1
0.66,14.2
0.66,14.3
0.67,14.4
0.68,14.7
0.67,14.5
0.68,14.6
0.7,15.3
0.67,14.4
0.69,14.9
0.72,15.8
0.72,16.0
0.72,15.9
0.72,15.8
0.72,16.0
0.62,13.1
0.63,13.3
0.53,10.9
0.5,10.3
0.52,10.7
0.54,11.1
0.53,10.9
0.52,10.6
0.56,11.6
0.52,10.6
0.51,10.5
0.52,10.7
0.52,10.7
0.52,10.7
0.52,10.7
0.52,10.8
0.52,10.7
0.53,10.8
0.53,11.0
0.52,10.6
0.51,10.5
0.52,10.8
0.52,10.7
0.52,10.7
0.52,10.7
0.5,10.2
0.55,11.3
0.52,10.7
0.52,10.7
0.54,11.0
0.52,10.6
0.53,10.9
0.52,10.8
0.5,10.2
0.52,10.6
0.52,10.7
0.54,11.1
0.53,10.8
0.55,11.3
0.54,11.2
0.56,11.5
0.52,10.6
0.52,10.7
0.52,10.7
0.52,10.7
0.51,10.4
0.53,10.8
0.53,10.8
0.52,10.7
0.54,11.0
0.52,10.6
0.51,10.4
0.53,10.9
0.52,10.7
0.52,10.7
0.52,10.6
0.52,10.7
0.5,10.1
0.52,10.7
0.51,10.5
0.51,10.4
0.53,10.8
0.52,10.7
0.52,10.7
0.51,10.4
0.52,10.7
0.52,10.6
0.52,10.7
0.52,10.6
0.52,10.7
0.51,10.4
0.5,10.3
0.54,11.1
0.51,10.4
0.53,10.8
0.53,10.9
0.51,10.5
0.54,11.0
0.52,10.7
0.52,10.7
0.54,11.2
0.52,10.6
0.51,10.4
0.53,11.0
0.52,10.7
0.55,11.3
0.52,10.8
0.54,11.1
0.52,10.6
0.53,10.8
0.52,10.7
0.53,10.9
0.55,11.2
0.52,10.7
0.52,10.7
0.52,10.7
0.56,11.5
0.55,11.4
0.53,10.8
0.52,10.6
0.52,10.7
0.52,10.6
0.52,10.6
0.51,10.4
0.94,23.7
0.97,24.7
0.84,19.8
0.96,24.3
0.93,23.4
0.94,23.6
0.95,24.2
0.92,22.9
0.89,21.8
1.52,52.1
0.91,22.5
0.88,21.3
0.85,20.4
0.86,20.7
0.87,21.0
0.84,20.0
0.83,19.4
0.84,19.8
0.84,19.8
0.83,19.5
0.8,18.6
0.82,19.1
0.82,19.2
0.8,18.6
0.78,18.0
0.79,18.0
0.79,18.2
0.78,17.9
0.77,17.4
0.78,17.7
0.77,17.5
0.75,16.9
0.75,16.8
0.75,17.0
0.75,16.9
0.74,16.5
0.74,16.4
0.73,16.4
0.74,16.6
0.73,16.3
0.73,16.3
0.73,16.3
0.73,16.2
0.73,16.2
0.73,16.2
0.73,16.3
0.73,16.3
0.73,16.3
0.74,16.5
0.74,16.5
0.73,16.3
0.74,16.5
0.75,16.8
0.75,16.8
0.74,16.7
0.75,16.9
0.76,17.1
0.76,17.1
0.75,17.0
0.75,17.0
0.76,17.2
0.75,17.0
0.75,17.0
0.75,16.7
0.76,17.3
0.76,17.1
0.76,17.0
0.76,17.1
0.76,17.2
0.76,17.3
0.76,17.2
0.77,17.4
0.78,17.9
0.78,17.8
0.77,17.6
0.79,18.1
0.79,18.2
0.79,18.0
0.78,17.9
0.8,18.3
0.79,18.1
0.79,18.2
0.79,18.2
0.78,17.7
0.77,17.5
0.78,17.9
0.78,17.9
0.77,17.4
0.76,17.1
0.77,17.6
0.77,17.4
0.76,17.1
0.74,16.4
0.76,17.1
0.75,17.0
0.74,16.4
0.72,15.9
0.73,16.1
0.72,16.1
0.71,15.5
0.69,15.1
0.7,15.3
0.7,15.4
0.69,14.9
0.68,14.6
0.68,14.7
0.68,14.8
0.67,14.4
0.66,14.3
0.67,14.4
0.67,14.3
0.66,14.0
0.65,13.9
0.65,14.0
0.65,13.9
0.64,13.7
0.63,13.4
0.64,13.6
0.64,13.7
0.63,13.2
0.63,13.3
0.63,13.2
0.63,13.3
0.62,13.2
0.62,13.2
0.62,13.1
0.62,13.2
0.62,13.2
0.62,13.0
0.63,13.2
0.62,13.1
0.62,13.1
0.62,13.0
0.63,13.2
0.63,13.3
0.63,13.3
0.62,13.2
0.63,13.2
0.62,13.2
0.63,13.3
0.64,13.5
0.64,13.5
0.64,13.5
0.63,13.3
0.65,13.9
0.65,14.0
0.65,13.9
0.66,14.1
0.67,14.4
0.66,14.3
0.66,14.3
0.67,14.4
0.67,14.5
0.68,14.7
0.67,14.5
0.68,14.8
0.68,14.6
0.67,14.5
0.68,14.6
0.69,14.9
0.69,14.9
0.69,14.9
0.69,14.9
0.68,14.6
0.69,15.1
0.69,15.0
0.68,14.9
0.69,15.0
0.71,15.5
0.7,15.4
0.7,15.2
0.72,15.8
0.72,15.9
0.72,15.9
0.71,15.5
0.72,15.8
0.71,15.6
0.73,16.1
0.71,15.6
0.7,15.4
0.7,15.4
0.7,15.3
0.71,15.5
0.69,15.1
0.68,14.7
0.69,15.0
0.69,15.1
0.68,14.8
0.67,14.3
0.67,14.4
0.67,14.4
0.66,14.2
0.65,13.8
0.66,14.1
0.66,14.1
0.64,13.7
0.63,13.3
0.63,13.3
0.63,13.5
0.64,13.5
0.62,13.2
0.62,13.1
0.63,13.3
0.63,13.2
0.62,13.1
0.62,13.0
0.62,13.1
0.62,13.1
0.61,12.9
0.62,13.0
0.61,12.9
0.61,12.7
0.61,12.7
0.6,12.7
0.61,12.7
0.62,13.0
0.6,12.6
0.61,12.8
0.61,12.7
0.6,12.6
0.6,12.6
0.6,12.6
0.6,12.5
0.59,12.4
0.6,12.6
0.6,12.6
0.6,12.5
0.61,12.7
0.6,12.6
0.6,12.6
0.61,12.7
0.6,12.5
0.6,12.5
0.61,12.7
0.6,12.5
0.6,12.6
0.6,12.5
0.6,12.6
0.61,12.7
0.61,12.9
0.62,13.1
0.61,12.8
0.61,12.8
0.63,13.2
0.63,13.2
0.63,13.2
0.62,13.0
0.63,13.4
0.64,13.7
0.64,13.5
0.63,13.4
0.63,13.4
0.64,13.6
0.65,13.8
0.64,13.7
0.65,13.8
0.64,13.7
0.64,13.6
0.64,13.6
0.65,13.8
0.65,13.8
0.64,13.7
0.64,13.7
0.66,14.2
0.66,14.0
0.66,14.2
0.65,13.8
0.66,14.1
0.66,14.2
0.67,14.4
0.66,14.2
0.68,14.6
0.67,14.3
0.66,14.2
0.67,14.5
0.68,14.6
0.66,14.0
0.66,14.2
0.66,14.3
0.65,13.8
0.63,13.4
0.64,13.6
0.65,13.8
0.63,13.4
0.62,13.0
0.63,13.2
0.63,13.4
0.62,12.9
0.61,12.7
0.61,12.8
0.61,12.8
0.61,12.7
0.6,12.4
0.6,12.4
0.6,12.7
0.6,12.5
0.59,12.4
0.6,12.5
0.6,12.5
0.58,12.1
0.59,12.2
0.59,12.3
0.59,12.3
0.59,12.3
0.59,12.2
0.59,12.2
0.59,12.3
0.58,12.1
0.58,12.0
0.58,12.1
0.57,11.8
0.58,12.1
0.57,11.8
0.58,12.0
0.57,11.9
0.57,11.9
0.57,11.8
0.56,11.6
0.56,11.7
0.56,11.6
0.57,11.8
0.57,11.8
0.57,11.8
0.57,11.7
0.57,11.9
0.58,11.9
0.57,11.9
0.57,11.7
0.58,11.9
0.58,12.1
0.58,11.9
0.59,12.2
0.58,12.1
0.58,12.1
0.58,12.1
0.58,12.1
0.58,12.1
0.59,12.2
0.58,12.1
0.58,12.2
0.58,12.1
0.58,12.1
0.59,12.3
0.6,12.4
0.59,12.3
0.6,12.5
0.59,12.3
0.59,12.4
0.6,12.6
0.6,12.7
0.6,12.6
0.6,12.5
0.62,13.0
0.61,12.9
0.61,12.8
0.61,12.8
0.62,13.0
0.63,13.2
0.62,13.0
0.63,13.3
0.63,13.4
0.63,13.3
0.63,13.4
0.64,13.5
0.64,13.6
0.65,13.7
0.64,13.7
0.65,13.9
0.65,13.9
0.65,13.8
0.65,13.9
0.65,13.7
0.63,13.4
0.65,13.8
0.64,13.6
0.63,13.4
0.62,13.0
0.62,13.2
0.63,13.3
0.61,12.9
0.6,12.6
0.61,12.7
0.61,12.8
0.6,12.6
0.59,12.2
0.59,12.4
0.6,12.6
0.59,12.2
0.58,12.1
0.58,12.2
0.58,12.1
0.58,12.1
0.58,12.1
0.58,12.0
0.57,11.9
0.58,12.0
0.58,12.0
0.59,12.2
0.57,11.8
0.57,11.8
0.57,11.8
0.58,12.1
0.57,11.9
0.57,11.7
0.57,11.7
0.58,12.0
0.57,11.9
0.57,11.7
0.56,11.6
0.57,11.7
0.57,11.7
0.56,11.5
0.56,11.5
0.56,11.6
0.56,11.5
0.56,11.6
0.56,11.6
0.56,11.6
0.56,11.6
0.56,11.7
0.57,11.7
0.56,11.5
0.56,11.6
0.56,11.6
0.56,11.6
0.57,11.7
0.57,11.7
0.57,11.7
0.57,11.8
0.56,11.6
0.56,11.6
0.57,11.7
0.57,11.9
0.58,12.0
0.57,11.7
0.57,11.9
0.58,12.1
0.58,12.0
0.58,12.1
0.59,12.3
0.6,12.5
0.6,12.4
0.59,12.4
0.6,12.6
0.6,12.5
0.6,12.5
0.6,12.6
0.61,12.7
0.61,12.7
0.62,13.0
0.61,12.7
0.62,13.0
0.62,13.1
0.62,13.0
0.62,13.0
0.62,13.0
0.62,13.1
0.62,13.1
0.62,13.1
0.63,13.3
0.63,13.3
0.63,13.3
0.63,13.3
0.63,13.4
0.62,13.1
0.63,13.5
0.63,13.2
0.62,13.1
0.61,12.8
0.62,13.1
0.62,13.0
0.61,12.9
0.6,12.5
0.6,12.6
0.61,12.7
0.61,12.7
0.59,12.4
0.6,12.5
0.6,12.5
0.59,12.2
0.58,12.0
0.59,12.2
0.59,12.2
0.58,12.1
0.57,11.9
0.57,11.8
0.58,12.0
0.57,11.8
0.57,11.8
0.57,11.7
0.57,11.8
0.57,11.8
0.56,11.6
0.57,11.7
0.57,11.7
0.56,11.6
0.55,11.4
0.56,11.5
0.56,11.5
0.55,11.4
0.54,11.2
0.55,11.3
0.54,11.2
0.55,11.2
0.54,11.1
0.54,11.1
0.54,11.2
0.54,11.1
0.53,10.9
0.54,11.1
0.54,11.0
0.53,10.8
0.53,10.9
0.53,10.9
0.53,10.9
0.53,10.9
0.53,10.8
0.53,11.0
0.53,10.9
0.53,10.9
0.53,10.9
0.53,10.9
0.53,10.8
0.53,10.9
0.53,10.9
0.54,11.0
0.53,10.8
0.53,10.9
0.54,11.0
0.53,10.9
0.53,10.9
0.53,10.9
0.54,11.2
0.53,10.9
0.54,11.0
0.53,10.9
0.56,11.5
0.56,11.5
0.55,11.2
0.55,11.4
0.56,11.5
0.55,11.4
0.56,11.5
0.56,11.6
0.56,11.7
0.56,11.6
0.56,11.6
0.56,11.7
0.57,11.9
0.57,11.7
0.57,11.7
0.57,11.8
0.59,12.2
0.59,12.3
0.58,12.1
0.58,12.1
0.59,12.4
0.6,12.6
0.59,12.4
0.6,12.4
0.61,12.7
0.61,12.9
0.6,12.6
0.61,12.7
0.61,12.9
0.62,13.0
0.61,12.9
0.62,13.0
0.62,12.9
0.62,13.0
0.62,13.0
0.62,13.0
0.61,12.7
0.61,12.7
0.61,12.8
0.61,12.7
0.6,12.5
0.6,12.5
0.6,12.6
0.59,12.3
0.59,12.2
0.58,12.1
0.59,12.3
0.58,12.0
0.58,12.0
0.58,12.1
0.58,12.1
0.58,12.2
0.57,11.9
0.58,12.0
0.58,12.0
0.57,11.9
0.57,11.7
0.56,11.6
0.57,11.8
0.56,11.6
0.56,11.6
0.56,11.6
0.56,11.6
0.56,11.6
0.56,11.6
0.56,11.7
0.56,11.7
0.56,11.7
0.56,11.6
0.56,11.7
0.56,11.7
0.56,11.6
0.55,11.4
0.56,11.6
0.56,11.5
0.56,11.5
0.56,11.5
0.56,11.6
0.56,11.5
0.55,11.4
0.56,11.6
0.55,11.4
0.56,11.5
0.56,11.6
0.56,11.7
0.56,11.5
0.56,11.5
0.56,11.5
0.56,11.5
0.56,11.7
0.56,11.6
0.57,11.7
0.56,11.7
0.57,11.8
0.57,11.7
0.56,11.6
0.56,11.6
0.57,11.7
0.57,11.7
0.57,11.7
0.58,12.0
0.57,11.9
0.57,11.7
0.58,12.1
0.58,12.1
0.59,12.2
0.58,11.9
0.59,12.2
0.59,12.3
0.58,12.1
0.59,12.3
0.59,12.2
0.6,12.5
0.6,12.5
0.6,12.5
0.61,12.7
0.61,12.7
0.61,12.9
0.61,12.7
0.61,12.7
0.6,12.7
0.61,12.9
0.61,12.7
0.61,12.7
0.61,12.7
0.61,12.8
0.61,12.7
0.61,12.8
0.6,12.4
0.6,12.6
0.6,12.6
0.59,12.4
0.59,12.4
0.59,12.2
0.59,12.3
0.59,12.3
0.58,12.1
0.59,12.3
0.59,12.2
0.58,12.1
0.57,11.8
0.58,12.0
0.58,12.0
0.57,11.8
0.57,11.7
0.57,11.9
0.57,11.8
0.57,11.7
0.56,11.6
0.56,11.7
0.57,11.7
0.56,11.5
0.56,11.5
0.56,11.5
0.56,11.6
0.55,11.4
0.56,11.5
0.56,11.5
0.56,11.5
0.54,11.2
0.54,11.2
0.54,11.2
0.55,11.3
0.55,11.3
0.55,11.2
0.55,11.4
0.54,11.2
0.55,11.3
0.56,11.5
0.55,11.4
0.55,11.4
0.56,11.6
0.56,11.5
0.57,11.7
0.55,11.4
0.56,11.6
0.56,11.6
0.56,11.6
0.56,11.6
0.56,11.5
0.57,11.7
0.58,12.0
0.56,11.6
0.57,11.8
0.57,11.9
0.58,12.0
0.58,12.0
0.58,12.0
0.58,12.1
0.58,12.0
0.58,12.0
0.58,12.1
0.59,12.3
0.59,12.2
0.58,12.1
0.59,12.3
0.59,12.3
0.59,12.4
0.59,12.3
0.6,12.5
0.6,12.6
0.6,12.5
0.6,12.5
0.61,12.8
0.61,12.8
0.61,12.8
0.61,12.9
0.61,12.7
0.62,12.9
0.61,12.9
0.61,12.9
0.62,13.0
0.62,13.0
0.61,12.7
0.61,12.7
0.62,13.1
0.62,13.0
0.62,13.1
0.62,13.0
0.62,13.0
0.62,13.0
0.62,13.1
0.62,12.9
0.61,12.8
0.62,13.0
0.62,13.1
0.62,13.0
0.62,13.0
0.6,12.6
0.61,12.7
0.6,12.7
0.59,12.4
0.59,12.2
0.6,12.5
0.59,12.3
0.59,12.2
0.58,12.1
0.58,12.1
0.58,12.2
0.58,12.1
0.57,11.9
0.58,12.1
0.58,12.1
0.58,12.0
0.57,11.8
0.57,11.8
0.58,12.0
0.56,11.7
0.57,11.7
0.56,11.6
0.57,11.7
0.57,11.7
0.56,11.6
0.56,11.7
0.56,11.6
0.56,11.6
0.56,11.6
0.56,11.5
0.56,11.5
0.55,11.4
0.55,11.4
0.55,11.4
0.55,11.3
0.56,11.5
0.56,11.5
0.56,11.5
0.56,11.6
0.56,11.6
0.57,11.7
0.57,11.9
0.57,11.8
0.58,12.0
0.58,12.0
0.57,11.8
0.58,12.0
0.57,11.9
0.58,12.1
0.58,12.0
0.58,12.0
0.58,12.1
0.59,12.2
0.58,12.2
0.58,12.1
0.59,12.2
0.59,12.3
0.59,12.4
0.59,12.2
0.59,12.3
0.6,12.6
0.6,12.5
0.59,12.4
0.6,12.6
0.6,12.5
0.61,12.8
0.6,12.5
0.6,12.5
0.6,12.6
0.6,12.7
0.6,12.6
0.6,12.7
0.61,12.8
0.61,12.8
0.61,12.8
0.62,13.0
0.61,12.9
0.6,12.5
0.61,12.7
0.62,13.0
0.62,13.0
0.62,13.0
0.61,12.7
0.61,12.9
0.62,13.1
0.61,12.7
0.62,12.9
0.64,13.7
0.63,13.3
0.63,13.3
0.62,13.2
0.62,13.1
0.61,12.9
0.62,13.0
0.62,13.1
0.6,12.5
0.6,12.5
0.6,12.6
0.61,12.7
0.6,12.5
0.59,12.3
0.59,12.3
0.59,12.4
0.58,12.2
0.58,12.0
0.58,12.0
0.58,12.1
0.57,11.9
0.57,11.8
0.57,11.8
0.57,11.8
0.57,11.7
0.57,11.8
0.57,11.8
0.57,11.7
0.56,11.6
0.56,11.7
0.58,12.0
0.57,11.9
0.57,11.8
0.56,11.6
0.57,11.7
0.57,11.7
0.57,11.7
0.56,11.5
0.56,11.7
0.56,11.6
0.56,11.7
0.56,11.6
0.56,11.6
0.56,11.6
0.56,11.7
0.57,11.7
0.57,11.7
0.57,11.7
0.58,12.0
0.58,12.0
0.58,12.1
0.58,11.9
0.58,12.1
0.58,12.0
0.57,11.8
0.58,12.0
0.58,12.0
0.58,12.0
0.59,12.2
0.59,12.2
0.58,12.0
0.58,12.1
0.58,12.1
0.58,12.2
0.59,12.3
0.59,12.3
0.59,12.3
0.59,12.3
0.61,12.7
0.61,12.9
0.61,12.7
0.6,12.7
0.61,12.9
0.62,13.1
0.61,12.9
0.62,13.0
0.62,13.1
0.62,13.2
0.62,13.1
0.62,13.0
0.62,13.1
0.63,13.2
0.63,13.3
0.62,13.2
0.63,13.3
0.64,13.6
0.63,13.4
0.63,13.4
0.64,13.6
0.65,13.9
0.65,13.9
0.64,13.6
0.65,13.8
0.65,13.9
0.65,14.0
0.65,13.9
0.65,13.8
0.64,13.7
0.64,13.6
0.65,13.8
0.64,13.6
0.63,13.4
0.64,13.5
0.64,13.5
0.62,12.9
0.62,13.0
0.62,13.0
0.62,13.2
0.62,13.0
0.61,12.9
0.62,13.0
0.62,13.0
0.6,12.5
0.59,12.4
0.61,12.7
0.6,12.6
0.6,12.5
0.58,12.1
0.58,12.2
0.59,12.2
0.58,12.0
0.58,12.0
0.58,12.1
0.58,12.1
0.58,12.0
0.57,11.9
0.57,11.8
0.58,12.0
